Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions,,,,,,,,,,,,
,,,,,,,,,,,,,,,SP,Pablo Lopez (13117140),Pablo Lopez,13117140,P,7400,ATL@MIA 08/11/2019 01:10PM ET,MIA,14.13,,,Kyle Wright,Kyle Wright (13117147)
,,,,,,,,,,,,,,,SP,Nick Neidert (13117141),Nick Neidert,13117141,P,7400,ATL@MIA 08/11/2019 01:10PM ET,MIA,0,,,Brandon McCarthy,Brandon McCarthy (13117149)
,,,,,,,,,,,,,,,SP,Drew Pomeranz (13117145),Drew Pomeranz,13117145,P,7400,TEX@MIL 08/11/2019 02:10PM ET,MIL,8.56,,,Touki Toussaint,Touki Toussaint (13117155)
,,,,,,,,,,,,,,,SP,Kodi Medeiros (13117153),Kodi Medeiros,13117153,P,7300,OAK@CWS 08/11/2019 02:10PM ET,CWS,0,,,Corey Oswalt,Corey Oswalt (13117151)
,,,,,,,,,,,,,,,SP,Ivan Nova (13117154),Ivan Nova,13117154,P,7300,OAK@CWS 08/11/2019 02:10PM ET,CWS,10.22,,,Franklyn Kilome,Franklyn Kilome (13117152)
,,,,,,,,,,,,,,,SP,Masahiro Tanaka (13116168),Masahiro Tanaka,13116168,P,7300,NYY@TOR 08/11/2019 01:07PM ET,NYY,13,,,Gio Gonzalez,Gio Gonzalez (13117148)
,,,,,,,,,,,,,,,SP,Clay Buchholz (13117150),Clay Buchholz,13117150,P,7300,NYY@TOR 08/11/2019 01:07PM ET,TOR,4.14,,,Reynaldo Lopez,Reynaldo Lopez (13117157)
,,,,,,,,,,,,,,,SP,Kyle Wright (13117147),Kyle Wright,13117147,P,7300,ATL@MIA 08/11/2019 01:10PM ET,ATL,1.98,,,Wei-Yin Chen,Wei-Yin Chen (13117160)
,,,,,,,,,,,,,,,SP,Brandon McCarthy (13117149),Brandon McCarthy,13117149,P,7300,ATL@MIA 08/11/2019 01:10PM ET,ATL,0,,,Josh Tomlin,Josh Tomlin (13117161)
,,,,,,,,,,,,,,,SP,Touki Toussaint (13117155),Touki Toussaint,13117155,P,7300,ATL@MIA 08/11/2019 01:10PM ET,ATL,4.23,,,Austin Voth,Austin Voth (13117156)
,,,,,,,,,,,,,,,SP,Corey Oswalt (13117151),Corey Oswalt,13117151,P,7300,WAS@NYM 08/11/2019 01:10PM ET,NYM,-1,,,Taylor Hearn,Taylor Hearn (13117158)
,,,,,,,,,,,,,,,SP,Franklyn Kilome (13117152),Franklyn Kilome,13117152,P,7300,WAS@NYM 08/11/2019 01:10PM ET,NYM,0,,,Clay Holmes,Clay Holmes (13117159)
,,,,,,,,,,,,,,,SP,Gio Gonzalez (13117148),Gio Gonzalez,13117148,P,7300,TEX@MIL 08/11/2019 02:10PM ET,MIL,13.46,,,J.A. Happ,J.A. Happ (13117164)
,,,,,,,,,,,,,,,SP,Reynaldo Lopez (13117157),Reynaldo Lopez,13117157,P,7200,OAK@CWS 08/11/2019 02:10PM ET,CWS,12.49,,,Huascar Ynoa,Huascar Ynoa (13117163)
,,,,,,,,,,,,,,,SP,Wei-Yin Chen (13117160),Wei-Yin Chen,13117160,P,7200,ATL@MIA 08/11/2019 01:10PM ET,MIA,2.63,,,Drew Gagnon,Drew Gagnon (13117165)
,,,,,,,,,,,,,,,SP,Josh Tomlin (13117161),Josh Tomlin,13117161,P,7200,ATL@MIA 08/11/2019 01:10PM ET,ATL,3.3,,,Jordan Lyles,Jordan Lyles (13116169)
,,,,,,,,,,,,,,,SP,Austin Voth (13117156),Austin Voth,13117156,P,7200,WAS@NYM 08/11/2019 01:10PM ET,WAS,13.42,,,Jake Faria,Jake Faria (13117162)
,,,,,,,,,,,,,,,SP,Taylor Hearn (13117158),Taylor Hearn,13117158,P,7200,TEX@MIL 08/11/2019 02:10PM ET,TEX,-11.45,,,Burch Smith,Burch Smith (13117166)
,,,,,,,,,,,,,,,SP,Clay Holmes (13117159),Clay Holmes,13117159,P,7200,PIT@STL 08/11/2019 02:15PM ET,PIT,2.89,,,Nick Tropeano,Nick Tropeano (13117170)
,,,,,,,,,,,,,,,SP,J.A. Happ (13117164),J.A. Happ,13117164,P,7100,NYY@TOR 08/11/2019 01:07PM ET,NYY,10.43,,,Nathan Eovaldi,Nathan Eovaldi (13117173)
,,,,,,,,,,,,,,,SP,Huascar Ynoa (13117163),Huascar Ynoa,13117163,P,7100,ATL@MIA 08/11/2019 01:10PM ET,ATL,-1.72,,,Jose Urquidy,Jose Urquidy (13117177)
,,,,,,,,,,,,,,,RP,Drew Gagnon (13117165),Drew Gagnon,13117165,P,7100,WAS@NYM 08/11/2019 01:10PM ET,NYM,2.27,,,Michael Kopech,Michael Kopech (13117167)
,,,,,,,,,,,,,,,SP,Jordan Lyles (13116169),Jordan Lyles,13116169,P,7100,TEX@MIL 08/11/2019 02:10PM ET,MIL,12.9,,,Vladimir Gutierrez,Vladimir Gutierrez (13117172)
,,,,,,,,,,,,,,,SP,Jake Faria (13117162),Jake Faria,13117162,P,7100,TEX@MIL 08/11/2019 02:10PM ET,MIL,3.24,,,Matt Moore,Matt Moore (13117168)
,,,,,,,,,,,,,,,RP,Burch Smith (13117166),Burch Smith,13117166,P,7100,TEX@MIL 08/11/2019 02:10PM ET,MIL,2.61,,,Kyle Funkhouser,Kyle Funkhouser (13117175)
,,,,,,,,,,,,,,,SP,Nick Tropeano (13117170),Nick Tropeano,13117170,P,7000,LAA@BOS 08/11/2019 01:05PM ET,LAA,1.72,,,Mike Foltynewicz,Mike Foltynewicz (13116170)
,,,,,,,,,,,,,,,SP,Nathan Eovaldi (13117173),Nathan Eovaldi,13117173,P,7000,LAA@BOS 08/11/2019 01:05PM ET,BOS,4.04,,,James Bourque,James Bourque (13117169)
,,,,,,,,,,,,,,,SP,Jose Urquidy (13117177),Jose Urquidy,13117177,P,7000,HOU@BAL 08/11/2019 01:05PM ET,HOU,10.91,,,Zack Brown,Zack Brown (13117171)
,,,,,,,,,,,,,,,SP,Michael Kopech (13117167),Michael Kopech,13117167,P,7000,OAK@CWS 08/11/2019 02:10PM ET,CWS,0,,,Brock Burke,Brock Burke (13117174)
,,,,,,,,,,,,,,,SP,Vladimir Gutierrez (13117172),Vladimir Gutierrez,13117172,P,7000,CHC@CIN 08/11/2019 01:10PM ET,CIN,0,,,Pedro Payano,Pedro Payano (13117176)
,,,,,,,,,,,,,,,SP,Matt Moore (13117168),Matt Moore,13117168,P,7000,KC@DET 08/11/2019 01:10PM ET,DET,19.05,,,Darwinzon Hernandez,Darwinzon Hernandez (13117182)
,,,,,,,,,,,,,,,SP,Kyle Funkhouser (13117175),Kyle Funkhouser,13117175,P,7000,KC@DET 08/11/2019 01:10PM ET,DET,0,,,Luis Garcia,Luis Garcia (13117191)
,,,,,,,,,,,,,,,SP,Mike Foltynewicz (13116170),Mike Foltynewicz,13116170,P,7000,ATL@MIA 08/11/2019 01:10PM ET,ATL,10.48,,,Aaron Sanchez,Aaron Sanchez (13117190)
,,,,,,,,,,,,,,,SP,James Bourque (13117169),James Bourque,13117169,P,7000,WAS@NYM 08/11/2019 01:10PM ET,WAS,-9.5,,,Drew Hutchison,Drew Hutchison (13117180)
,,,,,,,,,,,,,,,SP,Zack Brown (13117171),Zack Brown,13117171,P,7000,TEX@MIL 08/11/2019 02:10PM ET,MIL,0,,,Chance Adams,Chance Adams (13117183)
,,,,,,,,,,,,,,,SP,Brock Burke (13117174),Brock Burke,13117174,P,7000,TEX@MIL 08/11/2019 02:10PM ET,TEX,0,,,CC Sabathia,CC Sabathia (13117184)
,,,,,,,,,,,,,,,SP,Pedro Payano (13117176),Pedro Payano,13117176,P,7000,TEX@MIL 08/11/2019 02:10PM ET,TEX,7.64,,,Zack Godley,Zack Godley (13117192)
,,,,,,,,,,,,,,,SP,Darwinzon Hernandez (13117182),Darwinzon Hernandez,13117182,P,6900,LAA@BOS 08/11/2019 01:05PM ET,BOS,4.85,,,Alec Mills,Alec Mills (13117179)
,,,,,,,,,,,,,,,SP,Luis Garcia (13117191),Luis Garcia,13117191,P,6900,LAA@BOS 08/11/2019 01:05PM ET,LAA,1.81,,,Justin Steele,Justin Steele (13117185)
,,,,,,,,,,,,,,,SP,Aaron Sanchez (13117190),Aaron Sanchez,13117190,P,6900,HOU@BAL 08/11/2019 01:05PM ET,HOU,9.63,,,Tony Santillan,Tony Santillan (13117186)
,,,,,,,,,,,,,,,SP,Drew Hutchison (13117180),Drew Hutchison,13117180,P,6900,NYY@TOR 08/11/2019 01:07PM ET,NYY,0,,,Brandon Finnegan,Brandon Finnegan (13117188)
,,,,,,,,,,,,,,,SP,Chance Adams (13117183),Chance Adams,13117183,P,6900,NYY@TOR 08/11/2019 01:07PM ET,NYY,4.24,,,Adam Conley,Adam Conley (13117193)
,,,,,,,,,,,,,,,SP,CC Sabathia (13117184),CC Sabathia,13117184,P,6900,NYY@TOR 08/11/2019 01:07PM ET,NYY,12.68,,,Aaron Civale,Aaron Civale (13116171)
,,,,,,,,,,,,,,,SP,Zack Godley (13117192),Zack Godley,13117192,P,6900,NYY@TOR 08/11/2019 01:07PM ET,TOR,4.38,,,Fernando Romero,Fernando Romero (13117187)
,,,,,,,,,,,,,,,SP,Alec Mills (13117179),Alec Mills,13117179,P,6900,CHC@CIN 08/11/2019 01:10PM ET,CHC,10.88,,,Jordan Stephens,Jordan Stephens (13117189)
,,,,,,,,,,,,,,,SP,Justin Steele (13117185),Justin Steele,13117185,P,6900,CHC@CIN 08/11/2019 01:10PM ET,CHC,0,,,Mitch Keller,Mitch Keller (13117178)
,,,,,,,,,,,,,,,SP,Tony Santillan (13117186),Tony Santillan,13117186,P,6900,CHC@CIN 08/11/2019 01:10PM ET,CIN,0,,,Williams Perez,Williams Perez (13117181)
,,,,,,,,,,,,,,,SP,Brandon Finnegan (13117188),Brandon Finnegan,13117188,P,6900,CHC@CIN 08/11/2019 01:10PM ET,CIN,0,,,Patrick Sandoval,Patrick Sandoval (13116172)
,,,,,,,,,,,,,,,RP,Adam Conley (13117193),Adam Conley,13117193,P,6900,ATL@MIA 08/11/2019 01:10PM ET,MIA,1.67,,,Kyle Muller,Kyle Muller (13117194)
,,,,,,,,,,,,,,,SP,Aaron Civale (13116171),Aaron Civale,13116171,P,6900,CLE@MIN 08/11/2019 02:10PM ET,CLE,24.8,,,Joe Ross,Joe Ross (13117196)
,,,,,,,,,,,,,,,SP,Fernando Romero (13117187),Fernando Romero,13117187,P,6900,CLE@MIN 08/11/2019 02:10PM ET,MIN,1.15,,,Kolby Allard,Kolby Allard (13117195)
,,,,,,,,,,,,,,,SP,Jordan Stephens (13117189),Jordan Stephens,13117189,P,6900,CLE@MIN 08/11/2019 02:10PM ET,CLE,0,,,Corbin Burnes,Corbin Burnes (13117197)
,,,,,,,,,,,,,,,SP,Mitch Keller (13117178),Mitch Keller,13117178,P,6900,PIT@STL 08/11/2019 02:15PM ET,PIT,4.27,,,John Means,John Means (13117204)
,,,,,,,,,,,,,,,SP,Williams Perez (13117181),Williams Perez,13117181,P,6900,PIT@STL 08/11/2019 02:15PM ET,STL,0,,,Hector Santiago,Hector Santiago (13117198)
,,,,,,,,,,,,,,,SP,Patrick Sandoval (13116172),Patrick Sandoval,13116172,P,6800,LAA@BOS 08/11/2019 01:05PM ET,LAA,20.25,,,James Shields,James Shields (13117203)
,,,,,,,,,,,,,,,SP,Kyle Muller (13117194),Kyle Muller,13117194,P,6800,ATL@MIA 08/11/2019 01:10PM ET,ATL,0,,,Jacob Waguespack,Jacob Waguespack (13117200)
,,,,,,,,,,,,,,,SP,Joe Ross (13117196),Joe Ross,13117196,P,6800,WAS@NYM 08/11/2019 01:10PM ET,WAS,2.9,,,Sal Romano,Sal Romano (13117201)
,,,,,,,,,,,,,,,SP,Kolby Allard (13117195),Kolby Allard,13117195,P,6800,TEX@MIL 08/11/2019 02:10PM ET,TEX,16.15,,,Buck Farmer,Buck Farmer (13117207)
,,,,,,,,,,,,,,,SP,Corbin Burnes (13117197),Corbin Burnes,13117197,P,6800,TEX@MIL 08/11/2019 02:10PM ET,MIL,3.26,,,Jefry Rodriguez,Jefry Rodriguez (13117205)
,,,,,,,,,,,,,,,SP,John Means (13117204),John Means,13117204,P,6700,HOU@BAL 08/11/2019 01:05PM ET,BAL,12.59,,,Jason Hammel,Jason Hammel (13117202)
,,,,,,,,,,,,,,,SP,Hector Santiago (13117198),Hector Santiago,13117198,P,6700,OAK@CWS 08/11/2019 02:10PM ET,CWS,2.23,,,Brett Martin,Brett Martin (13117206)
,,,,,,,,,,,,,,,SP,James Shields (13117203),James Shields,13117203,P,6700,OAK@CWS 08/11/2019 02:10PM ET,CWS,0,,,Genesis Cabrera,Genesis Cabrera (13117199)
,,,,,,,,,,,,,,,SP,Jacob Waguespack (13117200),Jacob Waguespack,13117200,P,6700,NYY@TOR 08/11/2019 01:07PM ET,TOR,11.21,,,Dylan Bundy,Dylan Bundy (13117208)
,,,,,,,,,,,,,,,SP,Sal Romano (13117201),Sal Romano,13117201,P,6700,CHC@CIN 08/11/2019 01:10PM ET,CIN,6.05,,,Daniel Norris,Daniel Norris (13116173)
,,,,,,,,,,,,,,,SP,Buck Farmer (13117207),Buck Farmer,13117207,P,6700,KC@DET 08/11/2019 01:10PM ET,DET,2.85,,,Jordan Holloway,Jordan Holloway (13117209)
,,,,,,,,,,,,,,,SP,Jefry Rodriguez (13117205),Jefry Rodriguez,13117205,P,6700,CLE@MIN 08/11/2019 02:10PM ET,CLE,10.23,,,Logan Allen,Logan Allen (13117210)
,,,,,,,,,,,,,,,SP,Jason Hammel (13117202),Jason Hammel,13117202,P,6700,TEX@MIL 08/11/2019 02:10PM ET,TEX,0,,,Joe Musgrove,Joe Musgrove (13117211)
,,,,,,,,,,,,,,,SP,Brett Martin (13117206),Brett Martin,13117206,P,6700,TEX@MIL 08/11/2019 02:10PM ET,TEX,2.85,,,Ryan Borucki,Ryan Borucki (13117215)
,,,,,,,,,,,,,,,SP,Genesis Cabrera (13117199),Genesis Cabrera,13117199,P,6700,PIT@STL 08/11/2019 02:15PM ET,STL,3.29,,,Jordan Romano,Jordan Romano (13117219)
,,,,,,,,,,,,,,,SP,Dylan Bundy (13117208),Dylan Bundy,13117208,P,6600,HOU@BAL 08/11/2019 01:05PM ET,BAL,13.15,,,Max Fried,Max Fried (13117212)
,,,,,,,,,,,,,,,SP,Daniel Norris (13116173),Daniel Norris,13116173,P,6600,KC@DET 08/11/2019 01:10PM ET,DET,10.3,,,Sandy Alcantara,Sandy Alcantara (13117217)
,,,,,,,,,,,,,,,SP,Jordan Holloway (13117209),Jordan Holloway,13117209,P,6600,ATL@MIA 08/11/2019 01:10PM ET,MIA,0,,,Walker Lockett,Walker Lockett (13117213)
,,,,,,,,,,,,,,,SP,Logan Allen (13117210),Logan Allen,13117210,P,6600,CLE@MIN 08/11/2019 02:10PM ET,CLE,3.28,,,Daniel Hudson,Daniel Hudson (13117218)
,,,,,,,,,,,,,,,SP,Joe Musgrove (13117211),Joe Musgrove,13117211,P,6600,PIT@STL 08/11/2019 02:15PM ET,PIT,8.76,,,Zack Littell,Zack Littell (13117214)
,,,,,,,,,,,,,,,SP,Ryan Borucki (13117215),Ryan Borucki,13117215,P,6500,NYY@TOR 08/11/2019 01:07PM ET,TOR,-0.8,,,Cody Anderson,Cody Anderson (13117216)
,,,,,,,,,,,,,,,RP,Jordan Romano (13117219),Jordan Romano,13117219,P,6500,NYY@TOR 08/11/2019 01:07PM ET,TOR,6.4,,,Jose Suarez,Jose Suarez (13117220)
,,,,,,,,,,,,,,,SP,Max Fried (13117212),Max Fried,13117212,P,6500,ATL@MIA 08/11/2019 01:10PM ET,ATL,11.95,,,Jimmy Yacabonis,Jimmy Yacabonis (13117228)
,,,,,,,,,,,,,,,SP,Sandy Alcantara (13117217),Sandy Alcantara,13117217,P,6500,ATL@MIA 08/11/2019 01:10PM ET,MIA,11.72,,,Miguel Gonzalez,Miguel Gonzalez (13117224)
,,,,,,,,,,,,,,,SP,Walker Lockett (13117213),Walker Lockett,13117213,P,6500,WAS@NYM 08/11/2019 01:10PM ET,NYM,5.4,,,Julian Merryweather,Julian Merryweather (13117222)
,,,,,,,,,,,,,,,SP,Daniel Hudson (13117218),Daniel Hudson,13117218,P,6500,WAS@NYM 08/11/2019 01:10PM ET,WAS,3.42,,,Adbert Alzolay,Adbert Alzolay (13117223)
,,,,,,,,,,,,,,,SP,Zack Littell (13117214),Zack Littell,13117214,P,6500,CLE@MIN 08/11/2019 02:10PM ET,MIN,3.81,,,Jeremy Hellickson,Jeremy Hellickson (13117227)
,,,,,,,,,,,,,,,SP,Cody Anderson (13117216),Cody Anderson,13117216,P,6500,CLE@MIN 08/11/2019 02:10PM ET,CLE,1.38,,,Jonathan Hernandez,Jonathan Hernandez (13117221)
,,,,,,,,,,,,,,,SP,Jose Suarez (13117220),Jose Suarez,13117220,P,6400,LAA@BOS 08/11/2019 01:05PM ET,LAA,9.4,,,Edinson Volquez,Edinson Volquez (13117226)
,,,,,,,,,,,,,,,SP,Jimmy Yacabonis (13117228),Jimmy Yacabonis,13117228,P,6400,HOU@BAL 08/11/2019 01:05PM ET,BAL,1.87,,,Dakota Hudson,Dakota Hudson (13117225)
,,,,,,,,,,,,,,,SP,Miguel Gonzalez (13117224),Miguel Gonzalez,13117224,P,6400,OAK@CWS 08/11/2019 02:10PM ET,CWS,0,,,Ryan Weber,Ryan Weber (13117232)
,,,,,,,,,,,,,,,SP,Julian Merryweather (13117222),Julian Merryweather,13117222,P,6400,NYY@TOR 08/11/2019 01:07PM ET,TOR,0,,,Homer Bailey,Homer Bailey (13117231)
,,,,,,,,,,,,,,,SP,Adbert Alzolay (13117223),Adbert Alzolay,13117223,P,6400,CHC@CIN 08/11/2019 01:10PM ET,CHC,7.83,,,Kendall Graveman,Kendall Graveman (13117230)
,,,,,,,,,,,,,,,SP,Jeremy Hellickson (13117227),Jeremy Hellickson,13117227,P,6400,WAS@NYM 08/11/2019 01:10PM ET,WAS,6.77,,,Pedro Strop,Pedro Strop (13117233)
,,,,,,,,,,,,,,,SP,Jonathan Hernandez (13117221),Jonathan Hernandez,13117221,P,6400,TEX@MIL 08/11/2019 02:10PM ET,TEX,0,,,Yefry Ramirez,Yefry Ramirez (13117229)
,,,,,,,,,,,,,,,SP,Edinson Volquez (13117226),Edinson Volquez,13117226,P,6400,TEX@MIL 08/11/2019 02:10PM ET,TEX,3.22,,,Felix Pena,Felix Pena (13117234)
,,,,,,,,,,,,,,,SP,Dakota Hudson (13117225),Dakota Hudson,13117225,P,6400,PIT@STL 08/11/2019 02:15PM ET,STL,11.32,,,Asher Wojciechowski,Asher Wojciechowski (13116174)
,,,,,,,,,,,,,,,SP,Ryan Weber (13117232),Ryan Weber,13117232,P,6300,LAA@BOS 08/11/2019 01:05PM ET,BOS,6.15,,,Ty Blach,Ty Blach (13117240)
,,,,,,,,,,,,,,,SP,Homer Bailey (13117231),Homer Bailey,13117231,P,6300,OAK@CWS 08/11/2019 02:10PM ET,OAK,10.97,,,Jen-Ho Tseng,Jen-Ho Tseng (13117235)
,,,,,,,,,,,,,,,SP,Kendall Graveman (13117230),Kendall Graveman,13117230,P,6300,CHC@CIN 08/11/2019 01:10PM ET,CHC,0,,,Duane Underwood Jr.,Duane Underwood Jr. (13117236)
,,,,,,,,,,,,,,,RP,Pedro Strop (13117233),Pedro Strop,13117233,P,6300,CHC@CIN 08/11/2019 01:10PM ET,CHC,2.39,,,Jordan Zimmermann,Jordan Zimmermann (13117242)
,,,,,,,,,,,,,,,SP,Yefry Ramirez (13117229),Yefry Ramirez,13117229,P,6300,PIT@STL 08/11/2019 02:15PM ET,PIT,3.9,,,P.J. Conlon,P.J. Conlon (13117238)
,,,,,,,,,,,,,,,SP,Felix Pena (13117234),Felix Pena,13117234,P,6200,LAA@BOS 08/11/2019 01:05PM ET,LAA,12.21,,,Sam Hentges,Sam Hentges (13117239)
,,,,,,,,,,,,,,,SP,Asher Wojciechowski (13116174),Asher Wojciechowski,13116174,P,6200,HOU@BAL 08/11/2019 01:05PM ET,BAL,14.78,,,Doug Fister,Doug Fister (13117237)
,,,,,,,,,,,,,,,SP,Ty Blach (13117240),Ty Blach,13117240,P,6200,HOU@BAL 08/11/2019 01:05PM ET,BAL,-5.28,,,Dario Agrazal,Dario Agrazal (13117241)
,,,,,,,,,,,,,,,SP,Jen-Ho Tseng (13117235),Jen-Ho Tseng,13117235,P,6200,CHC@CIN 08/11/2019 01:10PM ET,CHC,0,,,Marco Estrada,Marco Estrada (13117244)
,,,,,,,,,,,,,,,SP,Duane Underwood Jr. (13117236),Duane Underwood Jr.,13117236,P,6200,CHC@CIN 08/11/2019 01:10PM ET,CHC,9.7,,,Ryan Feierabend,Ryan Feierabend (13117251)
,,,,,,,,,,,,,,,SP,Jordan Zimmermann (13117242),Jordan Zimmermann,13117242,P,6200,KC@DET 08/11/2019 01:10PM ET,DET,5.64,,,Eric Skoglund,Eric Skoglund (13117247)
,,,,,,,,,,,,,,,SP,P.J. Conlon (13117238),P.J. Conlon,13117238,P,6200,WAS@NYM 08/11/2019 01:10PM ET,NYM,0,,,Trevor Oaks,Trevor Oaks (13117248)
,,,,,,,,,,,,,,,SP,Sam Hentges (13117239),Sam Hentges,13117239,P,6200,CLE@MIN 08/11/2019 02:10PM ET,CLE,0,,,Matt Hall,Matt Hall (13117252)
,,,,,,,,,,,,,,,SP,Doug Fister (13117237),Doug Fister,13117237,P,6200,TEX@MIL 08/11/2019 02:10PM ET,TEX,0,,,Ervin Santana,Ervin Santana (13117243)
,,,,,,,,,,,,,,,SP,Dario Agrazal (13117241),Dario Agrazal,13117241,P,6200,PIT@STL 08/11/2019 02:15PM ET,PIT,8.06,,,Kyle McGowin,Kyle McGowin (13117245)
,,,,,,,,,,,,,,,SP,Marco Estrada (13117244),Marco Estrada,13117244,P,6100,OAK@CWS 08/11/2019 02:10PM ET,OAK,3.77,,,Martin Perez,Martin Perez (13117249)
,,,,,,,,,,,,,,,SP,Ryan Feierabend (13117251),Ryan Feierabend,13117251,P,6100,NYY@TOR 08/11/2019 01:07PM ET,TOR,1.02,,,Adam Plutko,Adam Plutko (13117250)
,,,,,,,,,,,,,,,SP,Eric Skoglund (13117247),Eric Skoglund,13117247,P,6100,KC@DET 08/11/2019 01:10PM ET,KC,0,,,J.T. Brubaker,J.T. Brubaker (13117246)
,,,,,,,,,,,,,,,SP,Trevor Oaks (13117248),Trevor Oaks,13117248,P,6100,KC@DET 08/11/2019 01:10PM ET,KC,0,,,Jaime Barria,Jaime Barria (13117259)
,,,,,,,,,,,,,,,RP,Matt Hall (13117252),Matt Hall,13117252,P,6100,KC@DET 08/11/2019 01:10PM ET,DET,6.52,,,Luis Madero,Luis Madero (13117262)
,,,,,,,,,,,,,,,SP,Ervin Santana (13117243),Ervin Santana,13117243,P,6100,WAS@NYM 08/11/2019 01:10PM ET,NYM,-1,,,Manny Banuelos,Manny Banuelos (13117260)
,,,,,,,,,,,,,,,SP,Kyle McGowin (13117245),Kyle McGowin,13117245,P,6100,WAS@NYM 08/11/2019 01:10PM ET,WAS,4.13,,,Patrick Murphy,Patrick Murphy (13117257)
,,,,,,,,,,,,,,,SP,Martin Perez (13117249),Martin Perez,13117249,P,6100,CLE@MIN 08/11/2019 02:10PM ET,MIN,12.25,,,Oscar De La Cruz,Oscar De La Cruz (13117254)
,,,,,,,,,,,,,,,SP,Adam Plutko (13117250),Adam Plutko,13117250,P,6100,CLE@MIN 08/11/2019 02:10PM ET,CLE,10.42,,,Tyler Mahle,Tyler Mahle (13117255)
,,,,,,,,,,,,,,,SP,J.T. Brubaker (13117246),J.T. Brubaker,13117246,P,6100,PIT@STL 08/11/2019 02:15PM ET,PIT,0,,,Matt Bowman,Matt Bowman (13117267)
,,,,,,,,,,,,,,,SP,Jaime Barria (13117259),Jaime Barria,13117259,P,6000,LAA@BOS 08/11/2019 01:05PM ET,LAA,9.29,,,Amir Garrett,Amir Garrett (13117268)
,,,,,,,,,,,,,,,SP,Luis Madero (13117262),Luis Madero,13117262,P,6000,LAA@BOS 08/11/2019 01:05PM ET,LAA,0,,,Jared Hughes,Jared Hughes (13117269)
,,,,,,,,,,,,,,,SP,Manny Banuelos (13117260),Manny Banuelos,13117260,P,6000,OAK@CWS 08/11/2019 02:10PM ET,CWS,5.98,,,Tyson Ross,Tyson Ross (13117261)
,,,,,,,,,,,,,,,SP,Patrick Murphy (13117257),Patrick Murphy,13117257,P,6000,NYY@TOR 08/11/2019 01:07PM ET,TOR,0,,,Jorge Guzman,Jorge Guzman (13117256)
,,,,,,,,,,,,,,,SP,Oscar De La Cruz (13117254),Oscar De La Cruz,13117254,P,6000,CHC@CIN 08/11/2019 01:10PM ET,CHC,0,,,David Peterson,David Peterson (13117258)
,,,,,,,,,,,,,,,SP,Tyler Mahle (13117255),Tyler Mahle,13117255,P,6000,CHC@CIN 08/11/2019 01:10PM ET,CIN,12.14,,,Chase Anderson,Chase Anderson (13117253)
,,,,,,,,,,,,,,,RP,Matt Bowman (13117267),Matt Bowman,13117267,P,6000,CHC@CIN 08/11/2019 01:10PM ET,CIN,2.34,,,Jhoulys Chacin,Jhoulys Chacin (13117263)
,,,,,,,,,,,,,,,RP,Amir Garrett (13117268),Amir Garrett,13117268,P,6000,CHC@CIN 08/11/2019 01:10PM ET,CIN,3.64,,,Ray Black,Ray Black (13117265)
,,,,,,,,,,,,,,,RP,Jared Hughes (13117269),Jared Hughes,13117269,P,6000,CHC@CIN 08/11/2019 01:10PM ET,CIN,2.13,,,Michael Wacha,Michael Wacha (13117264)
,,,,,,,,,,,,,,,SP,Tyson Ross (13117261),Tyson Ross,13117261,P,6000,KC@DET 08/11/2019 01:10PM ET,DET,7.07,,,Francisco Liriano,Francisco Liriano (13117266)
,,,,,,,,,,,,,,,SP,Jorge Guzman (13117256),Jorge Guzman,13117256,P,6000,ATL@MIA 08/11/2019 01:10PM ET,MIA,0,,,Brett Anderson,Brett Anderson (13117270)
,,,,,,,,,,,,,,,SP,David Peterson (13117258),David Peterson,13117258,P,6000,WAS@NYM 08/11/2019 01:10PM ET,NYM,0,,,Parker Bridwell,Parker Bridwell (13117274)
,,,,,,,,,,,,,,,SP,Chase Anderson (13117253),Chase Anderson,13117253,P,6000,TEX@MIL 08/11/2019 02:10PM ET,MIL,11.94,,,Bernardo Flores,Bernardo Flores (13117275)
,,,,,,,,,,,,,,,SP,Jhoulys Chacin (13117263),Jhoulys Chacin,13117263,P,6000,TEX@MIL 08/11/2019 02:10PM ET,MIL,9.04,,,Sam Gaviglio,Sam Gaviglio (13117277)
,,,,,,,,,,,,,,,RP,Ray Black (13117265),Ray Black,13117265,P,6000,TEX@MIL 08/11/2019 02:10PM ET,MIL,4.75,,,Tyler Alexander,Tyler Alexander (13117273)
,,,,,,,,,,,,,,,SP,Michael Wacha (13117264),Michael Wacha,13117264,P,6000,PIT@STL 08/11/2019 02:15PM ET,STL,8.51,,,Wil Crowe,Wil Crowe (13117271)
,,,,,,,,,,,,,,,SP,Francisco Liriano (13117266),Francisco Liriano,13117266,P,6000,PIT@STL 08/11/2019 02:15PM ET,PIT,2.88,,,Justin Wilson,Justin Wilson (13117276)
,,,,,,,,,,,,,,,SP,Brett Anderson (13117270),Brett Anderson,13117270,P,5900,OAK@CWS 08/11/2019 02:10PM ET,OAK,10.93,,,Sean Doolittle,Sean Doolittle (13117278)
,,,,,,,,,,,,,,,SP,Parker Bridwell (13117274),Parker Bridwell,13117274,P,5900,OAK@CWS 08/11/2019 02:10PM ET,OAK,0,,,Marcos Diplan,Marcos Diplan (13117272)
